country,cause_id,d_bothsex,d_male,d_female,year
Angola,1600,4200,3400,800,2010
Benin,0,87000,46400,40600,2010
Benin,20,26100,13700,12400,2010
Benin,380,10400,5700,4700,2010
Benin,420,1100,0,1100,2010
Benin,490,11500,6400,5100,2010
Benin,540,1100,500,500,2010
Benin,610,4400,2100,2300,2010
Benin,790,0,0,0,2010
Benin,800,1500,700,800,2010
Benin,810,1200,600,700,2010
Benin,820,200,200,0,2010
Benin,940,1100,500,600,2010
Benin,1100,11200,5500,5800,2010
Benin,1170,2000,1100,900,2010
Benin,1210,3700,2300,1400,2010
Benin,1260,1900,1000,900,2010
Benin,1330,100,100,100,2010
Benin,1340,0,0,0,2010
Benin,1400,1900,1100,800,2010
Benin,1505,200,100,100,2010
Benin,1520,5900,3900,2100,2010
Benin,1600,1400,1000,300,2010
Bhutan,0,3800,2200,1600,2010
Bhutan,20,600,300,200,2010
Bhutan,380,200,100,100,2010
Bhutan,420,0,0,0,2010
Bhutan,490,200,100,100,2010
Bhutan,540,0,0,0,2010
Bhutan,610,400,200,200,2010
Bhutan,790,0,0,0,2010
Bhutan,800,100,100,0,2010
Bhutan,810,0,0,0,2010
Bhutan,820,0,0,0,2010
Bhutan,940,100,100,0,2010
Bhutan,1100,900,500,400,2010
Bhutan,1170,500,200,200,2010
Bhutan,1210,200,200,100,2010
Bhutan,1260,100,100,100,2010
Bhutan,1330,0,0,0,2010
Bhutan,1340,0,0,0,2010
Bhutan,1400,100,0,0,2010
Bhutan,1505,0,0,0,2010
Bhutan,1520,300,200,100,2010
Bhutan,1600,0,0,0,2010
Cameroon,0,215300,112700,102600,2010
Cameroon,20,76100,36800,39300,2010
Cameroon,380,25400,14200,11200,2010
Cameroon,420,4000,0,4000,2010
Cameroon,490,22700,12800,9900,2010
Cameroon,540,1800,800,1000,2010
Cameroon,610,8100,3400,4700,2010
Cameroon,790,0,0,0,2010
Cameroon,800,4800,2400,2400,2010
Cameroon,810,2400,900,1500,2010
Cameroon,820,700,600,100,2010
Cameroon,940,2400,1300,1200,2010
Cameroon,1100,25300,13200,12100,2010
Cameroon,1170,4500,2600,1900,2010
Cameroon,1210,7800,4900,2900,2010
Cameroon,1260,5500,2800,2600,2010
Cameroon,1330,300,100,200,2010
Cameroon,1340,100,0,100,2010
Cameroon,1400,5000,2800,2200,2010
Cameroon,1505,500,300,200,2010
Cameroon,1520,13800,9500,4300,2010
Cameroon,1600,4000,3100,900,2010
Côte d'Ivoire,0,214100,121000,93100,2010
Côte d'Ivoire,20,78000,41000,37000,2010
Côte d'Ivoire,380,22800,13800,9000,2010
Côte d'Ivoire,420,3500,0,3500,2010
Côte d'Ivoire,490,26700,15300,11500,2010
Côte d'Ivoire,540,1200,600,600,2010
Côte d'Ivoire,610,8100,3700,4400,2010
Côte d'Ivoire,790,0,0,0,2010
Côte d'Ivoire,800,4000,2200,1700,2010
Côte d'Ivoire,810,1500,700,800,2010
Côte d'Ivoire,820,700,600,100,2010
Côte d'Ivoire,940,2100,1200,900,2010
Côte d'Ivoire,1100,25600,15400,10200,2010
Côte d'Ivoire,1170,4400,2900,1500,2010
Côte d'Ivoire,1210,8400,5800,2600,2010
Côte d'Ivoire,1260,4600,2800,1800,2010
Côte d'Ivoire,1330,200,100,100,2010
Côte d'Ivoire,1340,100,0,100,2010
Côte d'Ivoire,1400,4000,2300,1700,2010
Côte d'Ivoire,1505,400,300,200,2010
Côte d'Ivoire,1520,12400,8500,3900,2010
Côte d'Ivoire,1600,5100,3700,1500,2010
Egypt,0,503800,275900,227900,2010
Egypt,20,12000,6900,5100,2010
Egypt,380,21500,11800,9700,2010
Egypt,420,1000,0,1000,2010
Egypt,490,28900,15900,13100,2010
Egypt,540,1000,500,500,2010
Egypt,610,73200,40000,33200,2010
Egypt,790,100,100,0,2010
Egypt,800,14200,6700,7500,2010
Egypt,810,1800,900,1000,2010
Egypt,820,200,200,0,2010
Egypt,940,8000,4100,3900,2010
Egypt,1100,211500,113400,98100,2010
Egypt,1170,18900,11100,7800,2010
Egypt,1210,55100,31200,23800,2010
Egypt,1260,16400,7400,9100,2010
Egypt,1330,200,100,100,2010
Egypt,1340,200,100,100,2010
Egypt,1400,12800,7000,5900,2010
Egypt,1505,300,200,200,2010
Egypt,1520,20400,14200,6200,2010
Egypt,1600,6000,4300,1600,2010
El Salvador,0,33900,19000,14800,2010
El Salvador,20,1700,1000,700,2010
El Salvador,380,2000,1100,1000,2010
El Salvador,420,0,0,0,2010
El Salvador,490,900,500,400,2010
El Salvador,540,500,200,200,2010
El Salvador,610,4200,1800,2400,2010
El Salvador,790,0,0,0,2010
El Salvador,800,1000,300,700,2010
El Salvador,810,200,100,100,2010
El Salvador,820,600,600,0,2010
El Salvador,940,800,400,400,2010
El Salvador,1100,6500,3100,3400,2010
El Salvador,1170,2000,1000,1000,2010
El Salvador,1210,1700,900,700,2010
El Salvador,1260,3900,2600,1300,2010
El Salvador,1330,100,0,0,2010
El Salvador,1340,200,100,100,2010
El Salvador,1400,600,300,300,2010
El Salvador,1505,0,0,0,2010
El Salvador,1520,2100,1600,500,2010
El Salvador,1600,4800,3300,1600,2010
India,0,8811000,4878200,3932900,2010
India,20,1812400,915300,897000,2010
India,380,478700,235300,243500,2010
India,420,52600,0,52600,2010
India,490,701900,361300,340700,2010
India,540,39000,15500,23600,2010
India,610,668700,357100,311600,2010
India,790,1900,1100,800,2010
India,800,187100,100600,86500,2010
India,810,15400,7200,8200,2010
India,820,28300,25100,3300,2010
India,940,141200,70500,70700,2010
India,1100,2038200,1207300,830900,2010
India,1170,932200,522100,410100,2010
India,1210,434000,280500,153500,2010
India,1260,227500,135100,92400,2010
India,1330,16800,8400,8500,2010
India,1340,17200,6700,10500,2010
India,1400,113700,57600,56100,2010
India,1505,5700,2800,2800,2010
India,1520,662400,423200,239200,2010
India,1600,236000,145500,90500,2010
Nigeria,0,158503000,852800,735500,2010
Nigeria,20,1588400,335700,292900,2010
Nigeria,380,628600,118200,97200,2010
Nigeria,420,215400,0,24600,2010
Nigeria,490,24600,122500,96200,2010
Nigeria,540,218700,4300,3300,2010
Nigeria,610,7600,22500,32000,2010
Nigeria,790,54500,100,100,2010
Nigeria,800,200,10400,9400,2010
Nigeria,810,19800,5500,8000,2010
Nigeria,820,13400,3900,600,2010
Nigeria,940,4600,6900,5900,2010
Nigeria,1100,12800,63000,66500,2010
Nigeria,1170,129500,11800,9900,2010
Nigeria,1210,21700,40800,22700,2010
Nigeria,1260,63500,10500,8300,2010
Nigeria,1330,18800,600,600,2010
Nigeria,1340,1200,100,400,2010
Nigeria,1400,600,21400,16900,2010
Nigeria,1505,38300,2000,1300,2010
Nigeria,1520,3300,53500,31500,2010
Nigeria,1600,85000,19200,7000,2010
Afghanistan,0,247700,127100,120600,2010
Afghanistan,20,44300,22600,21700,2010
Afghanistan,380,21100,11300,9800,2010
Afghanistan,420,8400,0,8400,2010
Afghanistan,490,44400,24300,20000,2010
Afghanistan,540,1100,400,700,2010
Afghanistan,610,11600,5900,5700,2010
Afghanistan,790,0,0,0,2010
Afghanistan,800,3600,1000,2600,2010
Afghanistan,810,1200,600,600,2010
Afghanistan,820,300,200,100,2010
Afghanistan,940,2800,1400,1400,2010
Afghanistan,1100,55400,27300,28100,2010
Afghanistan,1170,7200,3500,3600,2010
Afghanistan,1210,7000,3600,3300,2010
Afghanistan,1260,5100,2500,2600,2010
Afghanistan,1330,100,0,0,2010
Afghanistan,1340,100,0,100,2010
Afghanistan,1400,6100,3300,2800,2010
Afghanistan,1505,600,300,300,2010
Afghanistan,1520,15000,10000,4900,2010
Afghanistan,1600,12300,8600,3700,2010
Central African Republic,0,67800,35600,32300,2010
Central African Republic,20,27700,13900,13800,2010
Central African Republic,380,6500,3800,2800,2010
Central African Republic,420,1500,0,1500,2010
Central African Republic,490,6800,3700,3000,2010
Central African Republic,540,900,500,400,2010
Central African Republic,610,1900,700,1100,2010
Central African Republic,790,0,0,0,2010
Central African Republic,800,1300,800,500,2010
Central African Republic,810,500,300,200,2010
Central African Republic,820,100,100,0,2010
Central African Republic,940,500,200,200,2010
Central African Republic,1100,8700,4200,4500,2010
Central African Republic,1170,2000,1000,1000,2010
Central African Republic,1210,2600,1600,900,2010
Central African Republic,1260,1000,600,400,2010
Central African Republic,1330,100,0,0,2010
Central African Republic,1340,0,0,0,2010
Central African Republic,1400,900,500,400,2010
Central African Republic,1505,100,0,0,2010
Central African Republic,1520,3000,2000,1000,2010
Central African Republic,1600,2000,1500,500,2010
Burundi,0,79300,41600,37800,2010
Burundi,20,23600,12400,11200,2010
Burundi,380,9900,5300,4600,2010
Burundi,420,1900,0,1900,2010
Burundi,490,9500,5400,4200,2010
Burundi,540,3100,1700,1400,2010
Burundi,610,4800,2000,2800,2010
Burundi,790,0,0,0,2010
Burundi,800,1200,600,600,2010
Burundi,810,200,100,100,2010
Burundi,820,100,100,0,2010
Burundi,940,700,300,300,2010
Burundi,1100,8600,4200,4400,2010
Burundi,1170,2100,1100,1000,2010
Burundi,1210,2800,1800,1100,2010
Burundi,1260,1100,600,500,2010
Burundi,1330,100,0,0,2010
Burundi,1340,0,0,0,2010
Burundi,1400,1700,900,800,2010
Burundi,1505,200,100,100,2010
Burundi,1520,6300,4000,2300,2010
Burundi,1600,1400,1000,400,2010
Ethiopia,0,693600,371800,321800,2010
Ethiopia,20,197000,102700,94300,2010
Ethiopia,380,77700,43600,34100,2010
Ethiopia,420,14600,0,14600,2010
Ethiopia,490,96600,56100,40500,2010
Ethiopia,540,13200,6900,6300,2010
Ethiopia,610,36800,12800,24000,2010
Ethiopia,790,100,100,0,2010
Ethiopia,800,13600,7700,5900,2010
Ethiopia,810,1600,700,900,2010
Ethiopia,820,1000,800,200,2010
Ethiopia,940,8600,4300,4300,2010
Ethiopia,1100,82500,42100,40500,2010
Ethiopia,1170,16300,9300,7000,2010
Ethiopia,1210,35700,22900,12900,2010
Ethiopia,1260,13900,8100,5800,2010
Ethiopia,1330,800,300,500,2010
Ethiopia,1340,400,200,200,2010
Ethiopia,1400,15400,8700,6700,2010
Ethiopia,1505,400,300,200,2010
Ethiopia,1520,52900,34000,19000,2010
Ethiopia,1600,14300,10300,4000,2010
Chad,0,144400,76400,68000,2010
Chad,20,53000,27700,25300,2010
Chad,380,22400,12300,10100,2010
Chad,420,3500,0,3500,2010
Chad,490,18400,10200,8200,2010
Chad,540,2800,1500,1300,2010
Chad,610,4300,1800,2600,2010
Chad,790,0,0,0,2010
Chad,800,1600,700,900,2010
Chad,810,1000,500,600,2010
Chad,820,200,200,0,2010
Chad,940,1200,600,500,2010
Chad,1100,12400,6300,6100,2010
Chad,1170,2600,1400,1100,2010
Chad,1210,4800,3000,1800,2010
Chad,1260,1900,1200,700,2010
Chad,1330,100,100,100,2010
Chad,1340,0,0,0,2010
Chad,1400,3200,1800,1400,2010
Chad,1505,300,200,100,2010
Chad,1520,8500,5400,3100,2010
Chad,1600,2200,1700,500,2010
Sudan,0,228100,123300,104800,2010
Sudan,20,41900,23700,18200,2010
Sudan,380,20400,11000,9400,2010
Sudan,420,2700,0,2700,2010
Sudan,490,35400,20000,15400,2010
Sudan,540,1800,1100,700,2010
Sudan,610,12800,5500,7300,2010
Sudan,790,0,0,0,2010
Sudan,800,2000,800,1200,2010
Sudan,810,1200,600,600,2010
Sudan,820,700,500,200,2010
Sudan,940,3200,1600,1600,2010
Sudan,1100,59300,30200,29100,2010
Sudan,1170,6600,3900,2700,2010
Sudan,1210,5900,3100,2800,2010
Sudan,1260,3800,1900,1900,2010
Sudan,1330,100,0,0,2010
Sudan,1340,100,0,100,2010
Sudan,1400,5800,3100,2700,2010
Sudan,1505,500,200,200,2010
Sudan,1520,18600,12100,6500,2010
Sudan,1600,5300,3700,1600,2010
Togo,0,57900,31600,26300,2010
Togo,20,19000,9500,9500,2010
Togo,380,6300,3700,2600,2010
Togo,420,900,0,900,2010
Togo,490,6200,3500,2700,2010
Togo,540,400,200,200,2010
Togo,610,2500,1100,1400,2010
Togo,790,0,0,0,2010
Togo,800,1000,500,500,2010
Togo,810,900,500,400,2010
Togo,820,200,100,0,2010
Togo,940,600,300,300,2010
Togo,1100,8200,4600,3600,2010
Togo,1170,1400,800,600,2010
Togo,1210,2600,1700,1000,2010
Togo,1260,1200,700,500,2010
Togo,1330,100,0,0,2010
Togo,1340,0,0,0,2010
Togo,1400,1100,600,500,2010
Togo,1505,100,0,0,2010
Togo,1520,3900,2700,1300,2010
Togo,1600,1300,1000,300,2010
Madagascar,0,160500,84900,75500,2010
Madagascar,20,38000,21200,16800,2010
Madagascar,380,18600,9800,8800,2010
Madagascar,420,2800,0,2800,2010
Madagascar,490,15300,8500,6800,2010
Madagascar,540,6500,3200,3400,2010
Madagascar,610,9500,3900,5600,2010
Madagascar,790,0,0,0,2010
Madagascar,800,2500,1300,1200,2010
Madagascar,810,500,200,200,2010
Madagascar,820,200,100,0,2010
Madagascar,940,1400,700,700,2010
Madagascar,1100,31900,16000,15900,2010
Madagascar,1170,6000,3300,2700,2010
Madagascar,1210,6300,3800,2600,2010
Madagascar,1260,2200,1200,900,2010
Madagascar,1330,200,100,100,2010
Madagascar,1340,100,0,0,2010
Madagascar,1400,3300,1800,1500,2010
Madagascar,1505,200,100,100,2010
Madagascar,1520,12100,7500,4600,2010
Madagascar,1600,2900,2100,800,2010
Niger,0,175900,92800,83100,2010
Niger,20,66100,34800,31300,2010
Niger,380,24800,13500,11300,2010
Niger,420,3500,0,3500,2010
Niger,490,23100,12900,10200,2010
Niger,540,2500,1300,1200,2010
Niger,610,4900,2100,2700,2010
Niger,790,0,0,0,2010
Niger,800,1900,800,1100,2010
Niger,810,1500,600,900,2010
Niger,820,200,100,0,2010
Niger,940,1400,800,700,2010
Niger,1100,15200,7400,7700,2010
Niger,1170,3400,1800,1600,2010
Niger,1210,6300,3900,2400,2010
Niger,1260,2400,1400,1000,2010
Niger,1330,200,100,100,2010
Niger,1340,100,0,0,2010
Niger,1400,3500,2000,1600,2010
Niger,1505,300,200,100,2010
Niger,1520,11900,7200,4700,2010
Niger,1600,2700,2000,700,2010
Rwanda,0,68100,36100,32000,2010
Rwanda,20,16800,8900,7900,2010
Rwanda,380,6800,3600,3200,2010
Rwanda,420,1000,0,1000,2010
Rwanda,490,7300,4000,3300,2010
Rwanda,540,1900,1000,900,2010
Rwanda,610,5400,2400,3000,2010
Rwanda,790,0,0,0,2010
Rwanda,800,1400,800,700,2010
Rwanda,810,200,100,100,2010
Rwanda,820,100,100,0,2010
Rwanda,940,900,400,500,2010
Rwanda,1100,9300,4400,4800,2010
Rwanda,1170,2200,1200,1000,2010
Rwanda,1210,3800,2400,1400,2010
Rwanda,1260,1300,700,600,2010
Rwanda,1330,100,0,100,2010
Rwanda,1340,0,0,0,2010
Rwanda,1400,1800,1000,800,2010
Rwanda,1505,100,100,100,2010
Rwanda,1520,6100,4000,2100,2010
Rwanda,1600,1400,1000,400,2010
Germany,0,827200,382200,445000,2000
Germany,20,10800,5400,5400,2000
Germany,380,20000,8400,11500,2000
Germany,420,100,0,100,2000
Germany,490,1800,1000,800,2000
Germany,540,700,200,500,2000
Germany,610,214800,111800,103000,2000
Germany,790,5700,2400,3300,2000
Germany,800,17500,6300,11200,2000
Germany,810,3700,1500,2200,2000
Germany,820,7100,5600,1600,2000
Germany,940,18300,8000,10400,2000
Germany,1100,383500,156000,227500,2000
Germany,1170,48000,24500,23500,2000
Germany,1210,41600,21500,20100,2000
Germany,1260,14900,6100,8800,2000
Germany,1330,400,100,300,2000
Germany,1340,1900,600,1300,2000
Germany,1400,2100,1100,1000,2000
Germany,1505,300,200,100,2000
Germany,1520,21300,12100,9200,2000
Germany,1600,12800,9300,3500,2000
United States of America,0,2403900,1178100,1225800,2000
United States of America,20,61900,33500,28400,2000
United States of America,380,67400,29600,37800,2000
United States of America,420,500,0,500,2000
United States of America,490,14500,8100,6400,2000
United States of America,540,6800,2300,4500,2000
United States of America,610,559600,289500,270200,2000
United States of America,790,13600,6600,7000,2000
United States of America,800,57800,27000,30800,2000
United States of America,810,27900,11900,16100,2000
United States of America,820,22800,16500,6300,2000
United States of America,940,127300,46700,80600,2000
United States of America,1100,930900,433300,497600,2000
United States of America,1170,186700,91300,95300,2000
United States of America,1210,84900,42400,42500,2000
United States of America,1260,67800,29100,38700,2000
United States of America,1330,3800,1300,2500,2000
United States of America,1340,13900,4100,9900,2000
United States of America,1400,13100,7200,6000,2000
United States of America,1505,2000,1200,800,2000
United States of America,1520,91200,58100,33100,2000
United States of America,1600,49300,38500,10700,2000
Trinidad and Tobago,0,9600,5300,4300,2000
Trinidad and Tobago,20,600,300,200,2000
Trinidad and Tobago,380,200,100,100,2000
Trinidad and Tobago,420,0,0,0,2000
Trinidad and Tobago,490,400,200,200,2000
Trinidad and Tobago,540,0,0,0,2000
Trinidad and Tobago,610,1700,900,800,2000
Trinidad and Tobago,790,0,0,0,2000
Trinidad and Tobago,800,1200,600,600,2000
Trinidad and Tobago,810,100,100,100,2000
Trinidad and Tobago,820,0,0,0,2000
Trinidad and Tobago,940,300,100,100,2000
Trinidad and Tobago,1100,3300,1800,1500,2000
Trinidad and Tobago,1170,200,100,100,2000
Trinidad and Tobago,1210,300,200,100,2000
Trinidad and Tobago,1260,300,200,100,2000
Trinidad and Tobago,1330,0,0,0,2000
Trinidad and Tobago,1340,0,0,0,2000
Trinidad and Tobago,1400,100,0,0,2000
Trinidad and Tobago,1505,0,0,0,2000
Trinidad and Tobago,1520,400,300,100,2000
Trinidad and Tobago,1600,400,300,100,2000
Lithuania,0,38700,20200,18600,2000
Lithuania,20,600,400,100,2000
Lithuania,380,400,300,200,2000
Lithuania,420,0,0,0,2000
Lithuania,490,100,0,0,2000
Lithuania,540,0,0,0,2000
Lithuania,610,7800,4400,3400,2000
Lithuania,790,100,0,0,2000
Lithuania,800,200,100,100,2000
Lithuania,810,100,0,0,2000
Lithuania,820,500,400,100,2000
Lithuania,940,300,200,100,2000
Lithuania,1100,20800,8900,11900,2000
Lithuania,1170,1200,800,400,2000
Lithuania,1210,1300,700,600,2000
Lithuania,1260,400,200,200,2000
Lithuania,1330,0,0,0,2000
Lithuania,1340,100,0,100,2000
Lithuania,1400,200,100,100,2000
Lithuania,1505,0,0,0,2000
Lithuania,1520,2600,1900,600,2000
Lithuania,1600,2100,1700,400,2000
Japan,0,961700,525900,435800,2000
Japan,20,20900,11400,9600,2000
Japan,380,93500,49200,44300,2000
Japan,420,100,0,100,2000
Japan,490,1200,600,500,2000
Japan,540,2100,1000,1100,2000
Japan,610,301100,181700,119500,2000
Japan,790,9100,4800,4400,2000
Japan,800,4800,2600,2200,2000
Japan,810,7000,3100,3900,2000
Japan,820,1200,800,400,2000
Japan,940,12100,5600,6600,2000
Japan,1100,295900,141200,154800,2000
Japan,1170,57600,33400,24200,2000
Japan,1210,39000,21900,17200,2000
Japan,1260,30600,14100,16500,2000
Japan,1330,900,300,600,2000
Japan,1340,4500,1400,3000,2000
Japan,1400,3400,1800,1600,2000
Japan,1505,300,200,100,2000
Japan,1520,45000,28700,16300,2000
Japan,1600,31300,22200,9100,2000
Denmark,0,57100,27900,29300,2000
Denmark,20,400,200,200,2000
Denmark,380,1300,500,800,2000
Denmark,420,0,0,0,2000
Denmark,490,200,100,100,2000
Denmark,540,200,100,100,2000
Denmark,610,16100,8200,8000,2000
Denmark,790,500,200,300,2000
Denmark,800,1300,700,600,2000
Denmark,810,500,200,300,2000
Denmark,820,700,600,200,2000
Denmark,940,2300,900,1300,2000
Denmark,1100,21000,9800,11100,2000
Denmark,1170,4900,2400,2500,2000
Denmark,1210,2900,1500,1400,2000
Denmark,1260,900,500,400,2000
Denmark,1330,100,0,0,2000
Denmark,1340,300,100,200,2000
Denmark,1400,200,100,100,2000
Denmark,1505,0,0,0,2000
Denmark,1520,2300,1100,1200,2000
Denmark,1600,900,700,300,2000
France,0,529500,270000,259500,2000
France,20,11700,5900,5800,2000
France,380,18000,7600,10400,2000
France,420,100,0,100,2000
France,490,1600,1000,700,2000
France,540,3500,1100,2400,2000
France,610,152100,91200,60900,2000
France,790,6500,3300,3300,2000
France,800,10300,4600,5700,2000
France,810,7700,3000,4700,2000
France,820,4900,3400,1500,2000
France,940,34700,13200,21600,2000
France,1100,165500,75000,90500,2000
France,1170,27400,14900,12500,2000
France,1210,25200,13200,12000,2000
France,1260,9200,4500,4700,2000
France,1330,2400,600,1800,2000
France,1340,4100,1300,2800,2000
France,1400,2200,1200,1000,2000
France,1505,300,200,100,2000
France,1520,29300,16100,13200,2000
France,1600,12700,8900,3900,2000
Hungary,0,141500,73400,68100,2000
Hungary,20,800,500,300,2000
Hungary,380,1200,600,600,2000
Hungary,420,0,0,0,2000
Hungary,490,500,300,200,2000
Hungary,540,0,0,0,2000
Hungary,610,34700,19500,15100,2000
Hungary,790,400,200,200,2000
Hungary,800,2100,800,1300,2000
Hungary,810,300,100,200,2000
Hungary,820,700,600,100,2000
Hungary,940,2000,1000,1100,2000
Hungary,1100,71500,32900,38600,2000
Hungary,1170,5000,3000,2000,2000
Hungary,1210,10400,6700,3700,2000
Hungary,1260,1300,600,700,2000
Hungary,1330,0,0,0,2000
Hungary,1340,300,100,200,2000
Hungary,1400,400,200,200,2000
Hungary,1505,0,0,0,2000
Hungary,1520,6100,3500,2600,2000
Hungary,1600,3700,2700,900,2000
Brunei Darussalam,0,1100,700,500,2000
Brunei Darussalam,20,0,0,0,2000
Brunei Darussalam,380,0,0,0,2000
Brunei Darussalam,420,0,0,0,2000
Brunei Darussalam,490,0,0,0,2000
Brunei Darussalam,540,0,0,0,2000
Brunei Darussalam,610,200,100,100,2000
Brunei Darussalam,790,0,0,0,2000
Brunei Darussalam,800,100,0,0,2000
Brunei Darussalam,810,0,0,0,2000
Brunei Darussalam,820,0,0,0,2000
Brunei Darussalam,940,0,0,0,2000
Brunei Darussalam,1100,300,200,200,2000
Brunei Darussalam,1170,100,100,0,2000
Brunei Darussalam,1210,0,0,0,2000
Brunei Darussalam,1260,100,0,0,2000
Brunei Darussalam,1330,0,0,0,2000
Brunei Darussalam,1340,0,0,0,2000
Brunei Darussalam,1400,0,0,0,2000
Brunei Darussalam,1505,0,0,0,2000
Brunei Darussalam,1520,100,100,0,2000
Brunei Darussalam,1600,0,0,0,2000
Canada,0,218100,111700,106300,2000
Canada,20,3300,1800,1400,2000
Canada,380,5200,2300,2900,2000
Canada,420,0,0,0,2000
Canada,490,900,500,400,2000
Canada,540,500,200,300,2000
Canada,610,63400,33800,29600,2000
Canada,790,1400,700,700,2000
Canada,800,6000,3000,3000,2000
Canada,810,2100,900,1200,2000
Canada,820,2600,1800,800,2000
Canada,940,14500,5500,9000,2000
Canada,1100,75400,37500,37900,2000
Canada,1170,14300,7800,6500,2000
Canada,1210,8200,4100,4100,2000
Canada,1260,5000,2400,2600,2000
Canada,1330,300,100,200,2000
Canada,1340,1400,400,1000,2000
Canada,1400,1100,600,500,2000
Canada,1505,100,100,0,2000
Canada,1520,8200,4900,3200,2000
Canada,1600,4200,3200,1000,2000
China,0,8662200,4931800,3730400,2000
China,20,253700,155100,98600,2000
China,380,300800,159600,141200,2000
China,420,12900,0,12900,2000
China,490,236500,133500,103000,2000
China,540,14800,7000,7800,2000
China,610,1833600,1151600,682100,2000
China,790,2200,1300,900,2000
China,800,97700,43500,54200,2000
China,810,20400,9800,10600,2000
China,820,33000,23600,9500,2000
China,940,208100,87200,120900,2000
China,1100,2914100,1568500,1345600,2000
China,1170,1363600,744500,619100,2000
China,1210,296600,189100,107500,2000
China,1260,138300,71800,66400,2000
China,1330,6400,3000,3500,2000
China,1340,11700,3900,7800,2000
China,1400,92600,50900,41700,2000
China,1505,1900,1200,700,2000
China,1520,604600,413100,191500,2000
China,1600,218700,113700,105000,2000
Mexico,0,458200,255600,202600,2000
Mexico,20,21400,12900,8500,2000
Mexico,380,20900,11200,9600,2000
Mexico,420,1300,0,1300,2000
Mexico,490,25600,14400,11200,2000
Mexico,540,12900,6300,6600,2000
Mexico,610,56300,27100,29200,2000
Mexico,790,2700,1300,1400,2000
Mexico,800,37600,16800,20800,2000
Mexico,810,5300,2500,2800,2000
Mexico,820,5200,4700,500,2000
Mexico,940,6800,3700,3100,2000
Mexico,1100,97100,47900,49200,2000
Mexico,1170,26400,14500,11900,2000
Mexico,1210,42900,28300,14600,2000
Mexico,1260,22200,11000,11200,2000
Mexico,1330,1000,400,600,2000
Mexico,1340,2800,800,1900,2000
Mexico,1400,14700,8100,6600,2000
Mexico,1505,300,200,100,2000
Mexico,1520,39800,30500,9400,2000
Mexico,1600,14900,12900,2000,2000
Jordan,0,19500,9700,9800,2000
Jordan,20,600,300,300,2000
Jordan,380,900,400,400,2000
Jordan,420,100,0,100,2000
Jordan,490,2000,1100,900,2000
Jordan,540,0,0,0,2000
Jordan,610,2800,1400,1400,2000
Jordan,790,0,0,0,2000
Jordan,800,1100,400,700,2000
Jordan,810,100,100,100,2000
Jordan,820,0,0,0,2000
Jordan,940,400,200,200,2000
Jordan,1100,6300,2800,3500,2000
Jordan,1170,500,300,200,2000
Jordan,1210,600,300,300,2000
Jordan,1260,700,300,400,2000
Jordan,1330,0,0,0,2000
Jordan,1340,0,0,0,2000
Jordan,1400,900,500,400,2000
Jordan,1505,100,0,0,2000
Jordan,1520,2000,1300,700,2000
Jordan,1600,300,200,100,2000
Iraq,0,129900,57800,72100,2000
Iraq,20,8100,3700,4400,2000
Iraq,380,7700,3500,4200,2000
Iraq,420,900,900,0,2000
Iraq,490,16000,7100,8900,2000
Iraq,540,300,100,200,2000
Iraq,610,7900,3700,4200,2000
Iraq,790,0,0,0,2000
Iraq,800,4700,2700,2000,2000
Iraq,810,400,200,200,2000
Iraq,820,200,0,200,2000
Iraq,940,2400,1300,1100,2000
Iraq,1100,47100,22500,24600,2000
Iraq,1170,2500,1000,1600,2000
Iraq,1210,2500,1100,1500,2000
Iraq,1260,4300,2200,2200,2000
Iraq,1330,0,0,0,2000
Iraq,1340,100,100,0,2000
Iraq,1400,3800,1700,2100,2000
Iraq,1505,300,200,200,2000
Iraq,1520,13400,4100,9300,2000
Iraq,1600,7100,1800,5200,2000
South Africa,0,531600,290600,241000,2000
South Africa,20,200100,98300,101800,2000
South Africa,380,34400,19600,14800,2000
South Africa,420,2300,0,2300,2000
South Africa,490,14800,8200,6600,2000
South Africa,540,3000,1600,1300,2000
South Africa,610,48700,26200,22500,2000
South Africa,790,200,100,100,2000
South Africa,800,19200,8400,10800,2000
South Africa,810,3000,1400,1700,2000
South Africa,820,2200,1600,600,2000
South Africa,940,5200,2500,2700,2000
South Africa,1100,77300,39900,37500,2000
South Africa,1170,21500,13200,8300,2000
South Africa,1210,15000,9400,5600,2000
South Africa,1260,10200,5800,4400,2000
South Africa,1330,900,400,500,2000
South Africa,1340,1000,400,600,2000
South Africa,1400,3400,1900,1500,2000
South Africa,1505,800,500,400,2000
South Africa,1520,34100,24200,9800,2000
South Africa,1600,34300,27000,7300,2000
Thailand,0,412600,244800,167800,2000
Thailand,20,77900,54900,23000,2000
Thailand,380,11200,6200,5100,2000
Thailand,420,400,0,400,2000
Thailand,490,8200,4700,3500,2000
Thailand,540,1100,500,600,2000
Thailand,610,84400,44500,40000,2000
Thailand,790,100,100,0,2000
Thailand,800,12200,4900,7300,2000
Thailand,810,2300,1200,1000,2000
Thailand,820,1300,1200,200,2000
Thailand,940,11100,4300,6800,2000
Thailand,1100,82200,44100,38100,2000
Thailand,1170,24100,15100,9100,2000
Thailand,1210,18800,11400,7500,2000
Thailand,1260,18000,9500,8500,2000
Thailand,1330,1300,600,700,2000
Thailand,1340,700,200,500,2000
Thailand,1400,4400,2500,1900,2000
Thailand,1505,200,100,100,2000
